date,open,high,low,close,adj close,volume,stocastic_kdjd_5,stocastic_kdjk_3,stocastic_kdjk_3,rsi_rsi_14,adx_adx_15_ema,macd_macd,macd_macds,macd_macdh,bbands_boll,bbands_boll_ub,bbands_boll_lb,atr_atr,stock_name
2017-01-20,966.3,969.267,940.667,943.167,931.781,2177486,64.081,35.773,35.773,54.686,43.815,13.627,10.242,6.769,929.73,983.959,875.501,16.45,Larsen & Toubro
2017-01-23,941.333,942.0,921.267,929.033,917.818,3534069,54.454,28.637,28.637,48.437,43.334,11.183,10.431,1.505,931.595,982.803,880.387,16.84,Larsen & Toubro
2017-01-24,932.167,949.333,932.0,946.533,935.106,1879688,48.96,36.637,36.637,55.255,41.756,10.537,10.452,0.171,933.735,983.6,883.87,17.087,Larsen & Toubro
2017-01-25,949.867,969.333,946.933,966.5,954.832,2294774,50.374,55.793,55.793,61.509,39.948,11.504,10.662,1.683,937.062,986.315,887.809,17.495,Larsen & Toubro
2017-01-27,966.5,980.167,955.567,959.933,948.345,1871126,52.699,56.526,56.526,58.608,38.447,11.606,10.851,1.51,940.418,985.983,894.854,18.002,Larsen & Toubro
2017-01-30,962.0,978.0,958.667,961.867,950.255,2601585,55.536,52.663,52.663,59.218,37.191,11.709,11.023,1.372,943.542,985.704,901.379,18.097,Larsen & Toubro
2017-01-31,960.0,970.0,951.333,964.167,952.527,1894154,58.047,49.945,49.945,59.973,35.639,11.839,11.186,1.306,946.43,985.694,907.166,18.138,Larsen & Toubro
2017-02-01,965.3,996.567,964.2,993.5,981.506,3577634,63.137,64.37,64.37,68.093,34.887,14.146,11.778,4.736,950.532,991.519,909.545,19.157,Larsen & Toubro
2017-02-02,994.4,996.0,980.2,984.333,972.45,2257914,66.491,67.231,67.231,63.741,34.661,15.061,12.434,5.253,953.862,994.449,913.275,18.917,Larsen & Toubro
2017-02-03,984.333,992.0,971.333,987.133,975.216,1650459,69.387,68.439,68.439,64.488,34.161,15.829,13.113,5.432,956.808,998.102,915.515,19.042,Larsen & Toubro
2017-02-06,990.0,1000.0,986.267,989.2,977.258,1526715,71.61,66.401,66.401,65.06,33.809,16.416,13.774,5.284,959.903,1001.163,918.643,18.663,Larsen & Toubro
2017-02-07,986.8,1003.2,981.433,1000.2,988.125,2499546,74.898,74.463,74.463,68.012,33.219,17.566,14.532,6.067,963.892,1004.503,923.28,18.885,Larsen & Toubro
2017-02-08,1003.2,1007.33,992.833,1004.57,992.443,1689792,78.296,79.423,79.423,69.128,32.682,18.615,15.349,6.533,967.87,1008.027,927.713,18.571,Larsen & Toubro
2017-02-09,1005.33,1007.23,984.267,993.8,981.803,1529256,78.042,68.867,68.867,63.269,31.569,18.366,15.952,4.828,970.482,1010.228,930.736,18.885,Larsen & Toubro
2017-02-10,996.833,1005.43,994.833,1001.3,989.212,1300986,77.781,70.529,70.529,65.464,30.135,18.56,16.474,4.173,972.235,1014.223,930.247,18.367,Larsen & Toubro
2017-02-13,1003.7,1006.0,987.7,1000.1,988.027,930046,77.032,70.003,70.003,64.797,28.296,18.405,16.86,3.089,974.282,1017.558,931.006,18.362,Larsen & Toubro
2017-02-14,1003.33,1004.63,990.667,995.067,983.055,926546,73.343,60.087,60.087,61.945,26.269,17.672,17.023,1.299,975.942,1019.757,932.127,18.048,Larsen & Toubro
2017-02-15,995.133,1003.8,984.1,986.667,974.756,1952469,64.788,43.965,43.965,57.404,24.677,16.226,16.863,-1.274,977.083,1020.76,933.407,18.166,Larsen & Toubro
2017-02-16,989.267,990.0,974.033,980.167,968.334,2071947,55.919,35.993,35.993,54.1,23.997,14.39,16.369,-3.957,977.677,1021.173,934.181,18.009,Larsen & Toubro
2017-02-17,980.7,990.0,976.667,985.333,973.438,1028691,49.691,36.649,36.649,56.255,23.912,13.2,15.735,-5.07,978.629,1021.908,935.349,17.675,Larsen & Toubro
2017-02-20,988.567,994.667,983.367,988.433,976.501,1105371,46.632,47.695,47.695,57.544,23.684,12.364,15.061,-5.394,980.892,1020.98,940.803,17.219,Larsen & Toubro
2017-02-21,984.0,993.4,984.0,988.867,976.929,970616,45.628,54.389,54.389,57.731,23.374,11.603,14.369,-5.533,983.883,1015.768,951.999,16.661,Larsen & Toubro
2017-02-22,988.667,992.5,981.867,984.633,972.746,1291317,45.819,43.463,43.463,55.169,23.204,10.536,13.603,-6.132,985.788,1012.392,959.185,16.23,Larsen & Toubro
2017-02-23,986.667,1004.0,978.8,991.067,979.103,2175398,46.667,45.201,45.201,58.205,22.644,10.094,12.901,-5.613,987.017,1012.096,961.938,16.871,Larsen & Toubro
2017-02-27,991.067,1000.0,973.4,977.233,965.436,1553900,43.251,34.31,34.31,50.315,21.627,8.529,12.027,-6.995,987.882,1010.052,965.712,17.566,Larsen & Toubro
2017-02-28,981.333,991.967,977.433,979.467,967.643,1773558,39.13,29.482,29.482,51.459,20.362,7.384,11.098,-7.428,988.762,1007.754,969.77,17.364,Larsen & Toubro
2017-03-01,981.333,989.9,980.767,984.1,972.22,1219412,36.836,33.063,33.063,53.834,18.985,6.772,10.233,-6.921,989.758,1005.047,974.47,16.869,Larsen & Toubro
2017-03-02,988.033,996.9,980.0,982.633,970.771,1920216,35.076,30.946,30.946,52.951,18.074,6.099,9.406,-6.615,989.215,1004.714,973.716,16.871,Larsen & Toubro
2017-03-03,980.9,985.567,973.333,980.233,968.4,1205019,33.271,30.39,30.39,51.463,17.01,5.31,8.587,-6.554,989.01,1004.885,973.135,16.54,Larsen & Toubro
2017-03-06,978.667,992.667,978.667,990.4,978.444,821986,36.819,44.4,44.4,56.977,16.277,5.443,7.958,-5.031,989.173,1005.034,973.313,16.358,Larsen & Toubro
2017-03-07,989.333,994.367,986.3,990.933,978.97,991566,42.603,57.491,57.491,57.252,15.924,5.527,7.472,-3.889,989.26,1005.141,973.38,15.766,Larsen & Toubro
2017-03-08,989.6,996.333,979.233,984.2,972.319,1424362,45.563,48.767,48.767,52.684,15.255,4.993,6.976,-3.966,988.46,1003.616,973.305,15.861,Larsen & Toubro
2017-03-09,981.933,988.533,976.667,984.6,972.714,1111050,47.259,45.958,45.958,52.924,14.666,4.55,6.491,-3.882,987.462,1000.652,974.271,15.576,Larsen & Toubro
2017-03-10,987.267,998.333,986.7,994.4,982.396,1836264,51.856,57.921,57.921,58.487,14.366,4.932,6.179,-2.494,987.492,1000.746,974.238,15.444,Larsen & Toubro
2017-03-14,994.4,1045.8,994.4,1038.73,1026.19,7224810,58.112,68.538,68.538,73.653,15.979,8.712,6.686,4.053,989.363,1015.315,963.412,18.013,Larsen & Toubro
2017-03-15,1038.0,1040.0,1026.8,1032.6,1020.134,2408866,63.425,71.581,71.581,69.853,18.73,11.085,7.566,7.039,990.988,1023.108,958.869,17.669,Larsen & Toubro
2017-03-16,1039.33,1050.0,1038.67,1047.37,1034.726,2396146,69.452,79.477,79.477,73.412,22.268,13.996,8.852,10.289,993.603,1034.452,952.755,17.65,Larsen & Toubro
2017-03-17,1047.37,1048.6,1029.43,1035.03,1022.535,1927983,72.897,64.809,64.809,66.362,25.389,15.133,10.108,10.051,996.021,1040.689,951.354,17.758,Larsen & Toubro
2017-03-20,1036.0,1036.93,1023.5,1025.1,1012.725,1442108,72.464,45.219,45.219,61.263,27.676,15.06,11.098,7.922,998.268,1044.083,952.453,17.449,Larsen & Toubro
2017-03-21,1033.33,1043.07,1028.67,1032.7,1020.233,2415213,68.077,42.364,42.364,63.57,29.58,15.436,11.966,6.941,1000.636,1048.488,952.785,17.486,Larsen & Toubro
2017-03-22,1025.23,1034.5,1016.93,1019.9,1007.588,3371402,59.561,32.03,32.03,57.373,30.307,14.535,12.48,4.11,1002.21,1050.439,953.98,17.492,Larsen & Toubro
2017-03-23,1024.67,1038.93,1012.7,1029.27,1016.845,2511771,54.287,39.54,39.54,60.415,30.482,14.41,12.866,3.088,1004.23,1053.48,954.98,18.116,Larsen & Toubro
2017-03-24,1032.0,1038.67,1027.67,1034.13,1021.646,1347656,53.751,53.593,53.593,61.933,30.304,14.536,13.2,2.672,1006.705,1056.776,956.633,17.608,Larsen & Toubro
2017-03-27,1033.27,1036.67,1025.33,1029.27,1016.845,1583550,53.603,56.786,56.786,59.477,29.708,14.081,13.376,1.41,1008.615,1059.088,958.142,17.16,Larsen & Toubro
2017-03-28,1032.0,1038.53,1027.4,1029.5,1017.072,2628958,54.698,48.277,48.277,59.559,28.994,13.582,13.417,0.33,1011.228,1060.251,962.205,16.73,Larsen & Toubro
2017-03-29,1036.0,1045.07,1033.33,1037.7,1025.173,2280357,57.688,53.073,53.073,62.465,28.64,13.691,13.472,0.438,1014.14,1062.127,966.153,16.647,Larsen & Toubro
2017-03-30,1042.0,1046.67,1034.83,1038.3,1025.766,2288326,59.361,54.237,54.237,62.677,28.62,13.668,13.511,0.314,1016.85,1063.804,969.896,16.303,Larsen & Toubro
2017-03-31,1034.73,1062.43,1034.73,1049.93,1037.255,3543100,60.876,55.173,55.173,66.602,29.527,14.422,13.694,1.458,1020.215,1066.485,973.945,17.117,Larsen & Toubro
2017-04-03,1054.6,1110.67,1051.07,1107.33,1093.962,6576885,65.451,68.649,68.649,78.578,31.829,19.428,14.84,9.175,1026.57,1083.421,969.719,20.233,Larsen & Toubro
2017-04-05,1107.33,1133.3,1098.57,1130.97,1117.317,5179798,71.064,78.311,78.311,81.518,35.092,25.014,16.875,16.277,1033.598,1104.614,962.582,21.269,Larsen & Toubro
2017-04-06,1123.33,1134.9,1112.67,1122.13,1108.583,2740816,75.357,80.463,80.463,77.249,38.85,28.4,19.18,18.44,1040.158,1118.445,961.871,21.338,Larsen & Toubro
2017-04-07,1116.67,1146.63,1114.07,1123.67,1110.105,4096640,77.724,71.051,71.051,77.47,42.86,30.852,21.515,18.675,1047.132,1129.188,965.075,22.139,Larsen & Toubro
2017-04-10,1125.33,1139.4,1108.67,1116.03,1102.557,2406430,77.692,53.83,53.83,73.643,46.459,31.812,23.574,16.477,1053.703,1135.725,971.681,22.753,Larsen & Toubro
2017-04-11,1116.03,1139.33,1114.0,1136.6,1122.879,1974126,77.838,60.413,60.413,76.945,49.672,33.843,25.628,16.43,1060.813,1145.79,975.836,22.937,Larsen & Toubro
2017-04-12,1130.0,1141.0,1117.53,1135.2,1121.496,2135064,77.02,67.628,67.628,76.245,52.554,34.937,27.49,14.894,1065.636,1156.109,975.164,22.975,Larsen & Toubro
2017-04-13,1129.67,1129.67,1114.97,1119.03,1105.521,1975484,71.131,51.295,51.295,68.492,54.854,34.106,28.813,10.585,1069.958,1162.029,977.887,22.779,Larsen & Toubro
2017-04-17,1119.03,1126.4,1113.93,1120.9,1107.368,1135260,64.813,42.78,42.78,68.886,56.589,33.215,29.693,7.043,1073.635,1167.757,979.512,22.042,Larsen & Toubro
2017-04-18,1122.67,1132.63,1108.8,1113.0,1099.564,1839489,56.253,34.395,34.395,65.177,58.069,31.508,30.056,2.904,1077.533,1171.382,983.684,22.17,Larsen & Toubro
2017-04-19,1113.33,1116.67,1107.9,1113.7,1100.255,1158162,48.145,30.747,30.747,65.355,59.218,29.868,30.019,-0.301,1081.963,1173.732,990.194,21.213,Larsen & Toubro
2017-04-20,1115.93,1124.4,1108.8,1120.8,1107.27,1044189,44.988,37.886,37.886,67.187,60.328,28.809,29.777,-1.936,1086.368,1176.626,996.11,20.812,Larsen & Toubro
2017-04-21,1130.0,1134.47,1120.0,1125.0,1111.419,2415932,45.737,46.71,46.71,68.256,61.586,27.986,29.418,-2.865,1091.623,1177.729,1005.517,20.359,Larsen & Toubro
2017-04-24,1128.67,1157.6,1127.33,1155.13,1141.185,3238530,51.547,62.786,62.786,74.641,63.185,29.425,29.42,0.011,1097.916,1183.228,1012.604,21.233,Larsen & Toubro
2017-04-25,1160.0,1166.67,1157.33,1164.07,1150.017,2879794,59.022,73.334,73.334,76.172,65.016,30.931,29.722,2.418,1104.413,1189.06,1019.766,20.541,Larsen & Toubro
2017-04-26,1164.0,1176.0,1160.0,1167.53,1153.436,2885722,65.496,76.422,76.422,76.757,66.993,32.035,30.185,3.7,1111.326,1192.652,1030.0,20.217,Larsen & Toubro
2017-04-27,1165.23,1182.67,1162.67,1177.83,1163.611,2126127,71.349,77.914,77.914,78.453,69.033,33.356,30.819,5.074,1118.742,1195.579,1041.906,20.201,Larsen & Toubro
2017-04-28,1175.37,1177.17,1160.13,1166.53,1152.448,1637739,73.894,61.544,61.544,72.227,70.749,33.109,31.277,3.664,1125.184,1194.662,1055.706,20.023,Larsen & Toubro
2017-05-02,1166.53,1178.0,1150.0,1154.7,1140.76,1861142,68.412,45.825,45.825,66.295,71.132,31.595,31.34,0.509,1131.004,1188.265,1073.743,20.592,Larsen & Toubro
2017-05-03,1157.33,1163.5,1144.0,1146.8,1132.956,1296282,59.18,33.295,33.295,62.598,70.118,29.418,30.956,-3.076,1135.847,1178.844,1092.851,20.514,Larsen & Toubro
2017-05-04,1149.33,1161.3,1148.0,1154.43,1140.494,1255336,51.497,32.422,32.422,64.648,68.269,27.986,30.362,-4.751,1138.203,1179.758,1096.647,20.085,Larsen & Toubro
2017-05-05,1153.33,1154.07,1135.47,1149.6,1135.722,1555142,46.053,38.418,38.418,62.319,64.894,26.16,29.522,-6.723,1139.134,1180.842,1097.426,20.004,Larsen & Toubro
2017-05-08,1152.0,1159.2,1136.73,1139.73,1125.971,1246116,39.629,31.11,31.11,57.741,61.002,23.644,28.346,-9.404,1140.014,1180.947,1099.081,20.181,Larsen & Toubro
2017-05-09,1141.33,1171.3,1136.67,1163.1,1149.059,1836462,40.939,46.444,46.444,64.408,57.545,23.268,27.331,-8.126,1141.985,1183.399,1100.572,21.213,Larsen & Toubro
2017-05-10,1169.8,1176.67,1154.07,1159.5,1145.502,2010128,43.453,49.988,49.988,62.765,54.712,22.42,26.348,-7.856,1144.159,1184.383,1103.935,21.312,Larsen & Toubro
2017-05-11,1166.67,1169.67,1146.4,1157.9,1143.922,1270446,45.791,51.017,51.017,62.008,51.702,21.373,25.353,-7.96,1145.224,1185.732,1104.716,21.452,Larsen & Toubro
2017-05-12,1158.3,1171.33,1151.07,1160.4,1146.392,1803768,48.334,49.428,49.428,62.764,48.782,20.509,24.384,-7.751,1146.484,1187.246,1105.722,21.366,Larsen & Toubro
2017-05-15,1165.73,1167.7,1157.67,1161.6,1147.577,1195701,51.019,53.276,53.276,63.143,46.022,19.694,23.446,-7.506,1148.612,1187.752,1109.473,20.557,Larsen & Toubro
2017-05-16,1164.67,1165.5,1151.7,1160.47,1146.461,1654389,51.708,50.983,50.983,62.498,42.871,18.74,22.505,-7.53,1150.591,1187.784,1113.398,20.074,Larsen & Toubro
2017-05-17,1162.6,1176.0,1153.67,1170.3,1156.172,2502879,55.24,59.503,59.503,65.774,40.308,18.564,21.717,-6.306,1153.456,1187.117,1119.795,20.235,Larsen & Toubro
2017-05-18,1159.77,1166.73,1144.27,1148.4,1134.536,2155830,52.119,44.007,44.007,54.378,37.386,16.467,20.667,-8.399,1155.191,1183.352,1127.03,20.649,Larsen & Toubro
2017-05-19,1152.67,1156.0,1131.7,1149.7,1135.821,2268141,49.455,42.882,42.882,54.878,34.913,14.741,19.482,-9.482,1156.636,1179.908,1133.364,20.91,Larsen & Toubro
2017-05-22,1155.33,1172.67,1152.67,1167.97,1153.87,2839224,51.873,58.098,58.098,61.295,32.501,14.677,18.521,-7.687,1158.784,1177.183,1140.386,21.057,Larsen & Toubro
2017-05-23,1170.0,1176.6,1151.6,1160.5,1146.49,1463805,54.311,60.113,60.113,57.683,30.416,13.864,17.59,-7.45,1159.053,1177.383,1140.723,21.339,Larsen & Toubro
2017-05-24,1161.4,1171.27,1118.4,1122.97,1109.413,2173070,50.233,42.692,42.692,43.738,29.038,10.076,16.087,-12.022,1156.998,1181.226,1132.77,23.591,Larsen & Toubro
2017-05-25,1128.0,1183.33,1128.0,1179.23,1164.994,5404772,53.248,59.69,59.69,59.532,27.516,11.481,15.166,-7.37,1157.583,1183.395,1131.771,26.217,Larsen & Toubro
2017-05-26,1180.0,1199.33,1169.23,1191.73,1177.343,3066081,58.74,69.996,69.996,62.079,25.896,13.448,14.822,-2.749,1158.278,1186.973,1129.583,26.495,Larsen & Toubro
2017-05-29,1189.27,1206.63,1177.33,1188.27,1173.925,3033658,63.452,72.214,72.214,60.936,24.549,14.559,14.769,-0.42,1159.365,1190.885,1127.845,26.695,Larsen & Toubro
2017-05-30,1210.67,1222.63,1169.33,1178.37,1164.145,6550440,64.89,53.848,53.848,57.663,23.944,14.475,14.711,-0.471,1160.548,1193.091,1128.006,28.595,Larsen & Toubro
2017-05-31,1181.67,1190.0,1167.13,1173.8,1159.63,3000732,63.696,39.905,39.905,56.164,23.698,13.879,14.544,-1.33,1161.898,1194.28,1129.517,28.186,Larsen & Toubro
2017-06-01,1173.33,1198.67,1165.33,1195.2,1180.771,2898184,61.881,43.98,43.98,61.246,23.968,14.961,14.628,0.667,1163.937,1199.332,1128.542,28.555,Larsen & Toubro
2017-06-02,1200.0,1203.33,1185.4,1189.33,1174.972,1425321,58.852,50.372,50.372,59.218,24.698,15.17,14.736,0.868,1165.923,1202.374,1129.473,27.796,Larsen & Toubro
2017-06-05,1196.67,1206.27,1189.0,1203.27,1188.744,1906419,58.324,64.472,64.472,62.402,25.786,16.273,15.044,2.459,1169.1,1206.986,1131.215,27.044,Larsen & Toubro
2017-06-06,1205.13,1205.37,1181.43,1183.43,1169.144,1431069,56.521,45.665,45.665,55.733,26.465,15.369,15.109,0.521,1170.117,1208.414,1131.82,26.822,Larsen & Toubro
2017-06-07,1182.67,1196.33,1182.0,1192.4,1178.005,1327540,56.786,45.164,45.164,57.922,26.866,15.201,15.127,0.148,1171.762,1210.954,1132.57,25.93,Larsen & Toubro
2017-06-08,1192.67,1199.33,1181.0,1182.83,1168.551,1428980,51.399,32.613,32.613,54.808,27.231,14.133,14.928,-1.59,1173.008,1211.929,1134.088,25.387,Larsen & Toubro
2017-06-09,1184.67,1189.27,1174.4,1185.47,1171.159,1632207,47.153,36.543,36.543,55.518,26.965,13.346,14.612,-2.532,1174.262,1213.088,1135.436,24.636,Larsen & Toubro
2017-06-12,1185.2,1185.33,1139.27,1157.73,1143.754,4068957,43.13,34.607,34.607,47.132,27.141,10.364,13.762,-6.797,1174.068,1213.197,1134.94,26.176,Larsen & Toubro
2017-06-13,1163.03,1169.8,1157.7,1159.33,1145.334,1412274,40.261,36.445,36.445,47.624,27.587,8.037,12.617,-9.16,1174.011,1213.227,1134.796,25.171,Larsen & Toubro
2017-06-14,1161.33,1180.9,1156.53,1176.3,1162.1,2079657,41.363,51.095,51.095,52.651,27.422,7.477,11.589,-8.225,1174.311,1213.499,1135.124,25.113,Larsen & Toubro
2017-06-15,1171.43,1174.6,1153.33,1156.9,1142.934,1481092,41.174,38.38,38.38,47.087,27.032,5.405,10.352,-9.895,1174.736,1212.912,1136.561,24.96,Larsen & Toubro
2017-06-16,1156.57,1167.33,1147.13,1151.13,1137.234,2243152,39.377,29.535,29.535,45.545,26.802,3.259,8.934,-11.349,1174.808,1212.791,1136.825,24.62,Larsen & Toubro
2017-06-19,1157.33,1173.33,1154.8,1170.53,1156.399,1781056,41.902,48.085,48.085,51.316,26.225,3.089,7.765,-9.352,1174.936,1212.839,1137.033,24.447,Larsen & Toubro
2017-06-20,1172.47,1179.3,1160.13,1167.0,1152.912,1565472,44.906,52.645,52.645,50.272,25.029,2.639,6.74,-8.202,1175.261,1212.752,1137.77,24.07,Larsen & Toubro
2017-06-21,1172.33,1188.0,1167.33,1169.47,1155.352,3556928,47.325,49.825,49.825,51.023,23.828,2.453,5.882,-6.859,1177.586,1206.121,1149.051,23.851,Larsen & Toubro
2017-06-22,1173.33,1177.07,1154.87,1157.6,1143.625,1761759,45.988,35.964,35.964,47.325,22.573,1.332,4.972,-7.28,1176.504,1206.385,1146.624,23.733,Larsen & Toubro
2017-06-23,1160.0,1162.17,1146.0,1148.47,1134.606,1716825,40.938,25.936,25.936,44.645,21.776,-0.289,3.92,-8.418,1174.341,1205.803,1142.88,23.193,Larsen & Toubro
2017-06-27,1148.47,1158.63,1123.93,1134.47,1120.775,2317046,35.972,23.902,23.902,40.826,22.086,-2.673,2.601,-10.548,1171.651,1207.052,1136.251,24.015,Larsen & Toubro
2017-06-28,1132.57,1138.67,1120.9,1135.5,1121.792,1578525,32.186,27.727,27.727,41.224,23.161,-4.428,1.196,-11.247,1169.508,1208.231,1130.785,23.569,Larsen & Toubro
2017-06-29,1136.07,1148.77,1130.37,1135.77,1122.059,2709552,29.869,31.622,31.622,41.336,23.93,-5.731,-0.19,-11.082,1167.606,1209.079,1126.134,23.2,Larsen & Toubro
2017-06-30,1132.67,1132.67,1107.53,1125.07,1111.488,3251535,29.087,35.258,35.258,38.24,25.197,-7.54,-1.66,-11.76,1164.1,1207.561,1120.639,23.56,Larsen & Toubro
2017-07-03,1125.33,1140.33,1115.6,1124.83,1111.251,2170096,29.269,37.489,37.489,38.171,26.236,-8.891,-3.106,-11.569,1160.875,1205.994,1115.756,23.643,Larsen & Toubro
2017-07-04,1133.33,1133.33,1114.0,1122.23,1108.682,1640038,30.058,39.931,39.931,37.384,27.149,-10.055,-4.496,-11.118,1156.823,1200.442,1113.204,23.335,Larsen & Toubro
2017-07-05,1122.67,1132.67,1120.07,1130.2,1116.556,1034440,33.177,47.13,47.13,41.376,27.952,-10.217,-5.64,-9.154,1154.161,1197.439,1110.884,22.568,Larsen & Toubro
2017-07-06,1132.8,1137.97,1126.87,1131.73,1118.068,1417581,39.075,56.076,56.076,42.139,28.227,-10.105,-6.533,-7.144,1151.128,1191.53,1110.726,21.749,Larsen & Toubro
2017-07-07,1131.33,1145.27,1126.8,1136.27,1122.553,1845099,45.268,58.812,58.812,44.449,27.622,-9.54,-7.134,-4.812,1148.8,1186.805,1110.795,21.515,Larsen & Toubro
2017-07-10,1141.33,1159.33,1141.33,1154.77,1140.83,324260,52.984,67.869,67.869,52.729,26.852,-7.513,-7.21,-0.606,1147.265,1181.307,1113.223,21.625,Larsen & Toubro
2017-07-11,1159.6,1166.6,1153.33,1160.73,1146.718,2123948,60.235,73.663,73.663,55.053,26.349,-5.364,-6.841,2.954,1147.415,1181.677,1113.153,21.029,Larsen & Toubro
2017-07-12,1165.33,1171.13,1157.13,1159.7,1145.7,2036904,65.012,69.657,69.657,54.554,26.231,-3.701,-6.213,5.024,1147.433,1181.723,1113.144,20.526,Larsen & Toubro
2017-07-13,1165.1,1182.5,1160.0,1175.1,1175.1,1643754,69.546,71.315,71.315,60.344,26.797,-1.128,-5.196,8.136,1147.373,1181.454,1113.293,20.689,Larsen & Toubro
2017-07-14,1183.0,1183.0,1159.55,1171.2,1171.2,1401864,71.798,65.672,65.672,58.318,27.79,0.59,-4.039,9.258,1148.088,1183.581,1112.596,20.886,Larsen & Toubro
2017-07-17,1178.0,1182.0,1162.4,1171.25,1171.25,1646087,71.533,60.413,60.413,58.337,29.013,1.934,-2.844,9.555,1149.094,1186.06,1112.129,20.794,Larsen & Toubro
2017-07-18,1169.9,1187.0,1168.1,1177.9,1177.9,2375324,71.193,62.558,62.558,60.93,30.55,3.494,-1.576,10.142,1149.463,1187.461,1111.465,20.659,Larsen & Toubro
2017-07-19,1184.0,1187.0,1170.1,1181.3,1181.3,1827242,71.935,67.315,67.315,62.225,32.229,4.949,-0.271,10.44,1150.178,1190.057,1110.299,20.39,Larsen & Toubro
2017-07-20,1182.0,1194.45,1176.0,1185.65,1185.65,1845852,72.582,67.078,67.078,63.875,34.246,6.379,1.059,10.64,1150.987,1193.107,1108.867,20.252,Larsen & Toubro
2017-07-21,1190.0,1190.0,1170.2,1179.25,1179.25,1912305,70.646,57.244,57.244,59.741,35.626,6.916,2.23,9.372,1152.069,1195.98,1108.159,20.22,Larsen & Toubro
2017-07-24,1177.0,1182.65,1171.1,1178.0,1178.0,1313657,66.111,48.885,48.885,58.939,36.557,7.158,3.216,7.885,1153.546,1198.909,1108.183,19.6,Larsen & Toubro
2017-07-25,1178.0,1179.95,1165.5,1170.85,1170.85,2182162,58.803,39.869,39.869,54.437,36.44,6.696,3.912,5.569,1155.365,1200.424,1110.306,19.232,Larsen & Toubro
2017-07-26,1169.9,1184.0,1166.0,1180.25,1180.25,1161591,54.682,53.156,53.156,58.884,36.001,7.008,4.531,4.953,1157.602,1202.951,1112.254,19.144,Larsen & Toubro
2017-07-27,1180.8,1194.9,1173.0,1182.05,1182.05,3881208,53.03,54.201,54.201,59.695,36.052,7.315,5.088,4.455,1159.916,1205.298,1114.535,19.341,Larsen & Toubro
2017-07-28,1184.0,1190.4,1153.5,1161.4,1161.4,3278658,48.524,42.495,42.495,47.995,34.978,5.826,5.235,1.181,1161.733,1204.046,1119.42,20.595,Larsen & Toubro
